noteId,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,toxicity_model
2005040837428724207,0.0003716020146384835,1.5109520745681948e-06,3.122876296401955e-05,7.05956990714185e-05,9.178867185255513e-05,1.762077954481356e-05,1.3469736586557701e-05,detoxify-unbiased
2005042540647477343,0.0018974952399730682,3.5355333238840103e-06,6.097273580962792e-05,0.00015986435755621642,0.0001986321876756847,0.00042449351167306304,3.103749986621551e-05,detoxify-unbiased
2005043162805420165,0.00043454140541143715,1.4825631069470546e-06,2.7329360818839632e-05,8.539933332940564e-05,0.00010083979577757418,2.0851759472861886e-05,1.4844695215288084e-05,detoxify-unbiased
2005043740033863766,0.00045786157716065645,1.318235604230722e-06,2.4121465685311705e-05,8.527995669282973e-05,0.00011408507270971313,1.730804069666192e-05,1.501669885328738e-05,detoxify-unbiased
2005281845542293605,0.000401324185077101,1.218344664266624e-06,2.435341230011545e-05,7.753152021905407e-05,0.00011677973088808358,1.7128044419223443e-05,1.1625266779446974e-05,detoxify-unbiased
2005282378281844852,0.0003532271948643029,1.3526275779440766e-06,2.4147104340954684e-05,7.292300870176405e-05,9.540453902445734e-05,1.8326019926462322e-05,1.2255463843757752e-05,detoxify-unbiased
2005283345509302351,0.00048817458446137607,1.2745597359753447e-06,3.1317398679675534e-05,7.422445196425542e-05,0.00013589968148153275,1.6996991689666174e-05,1.2675492143898737e-05,detoxify-unbiased
2005285637230850550,0.0005921842530369759,1.7647184904490132e-06,3.495175042189658e-05,0.00011213750258320943,0.00012813018111046404,3.296748400316574e-05,1.8819357137545012e-05,detoxify-unbiased
2005286119508738296,0.00040336811798624694,1.331378939539718e-06,2.3765267542330548e-05,8.653289114590734e-05,0.00010764160833787173,1.8301971067558043e-05,1.3520649190468248e-05,detoxify-unbiased
2005634157477609578,0.00039952510269358754,1.609351102160872e-06,4.312111923354678e-05,7.02274774084799e-05,9.725683776196092e-05,2.3787828467902727e-05,1.3097871487843804e-05,detoxify-unbiased
2005634678984687987,0.00044218386756256223,1.2775254845109885e-06,2.674542338354513e-05,7.643047865713015e-05,0.0001174745339085348,1.860754309745971e-05,1.2896483895019628e-05,detoxify-unbiased
2005635151888359525,0.00133169733453542,8.28488282422768e-06,0.00012575795699376613,0.0002584682952146977,0.00040326526504941285,4.689443812821992e-05,9.701285307528451e-05,detoxify-unbiased
2005635523604369571,0.0006185182137414813,1.3944894590167678e-06,3.593068686313927e-05,7.452481077052653e-05,0.0001582384284120053,2.3794771550456062e-05,1.9677336240420118e-05,detoxify-unbiased
2005635829515825303,0.0006034870748408139,1.4854969094812986e-06,4.5281642087502405e-05,9.842510189628229e-05,0.00015996926231309772,1.6519776181667112e-05,1.643910763959866e-05,detoxify-unbiased
2005993845478023574,0.0007151264580897987,1.8400478438707069e-06,4.442021599970758e-05,0.00011087454186053947,0.00016170991875696927,2.2186308342497796e-05,3.0504497772199102e-05,detoxify-unbiased
